"birth_year","male","poverty","family_income","weeks_unemployed","urban","number_of_jobs_ever","number_children","age_at_first_child","hours_worked_in_week","education","educational_loans"
1961,1,1,70000,0,1,3,1,19,50,1,NA
1964,0,0,80000,0,1,14,2,27,45,5,2500
1960,0,0,70000,0,0,6,1,25,26,1,NA
1958,0,0,53000,0,1,NA,1,23,40,1,NA
1959,1,0,39000,0,0,NA,2,23,40,2,NA
1957,1,0,25100,0,1,NA,2,24,52,1,NA
1959,0,1,47800,0,1,NA,2,17,60,1,885
1957,1,NA,43000,0,0,NA,1,27,70,4,8500
1958,0,1,1,0,1,NA,2,16,40,1,NA
1961,1,0,33500,0,0,NA,2,18,40,1,NA
1959,0,1,4400,0,0,NA,2,24,30,1,NA
1962,0,1,16000,0,0,NA,1,24,10,2,NA
1962,0,0,66000,0,0,15,2,19,60,1,NA
1959,0,NA,68500,0,0,NA,1,29,40,5,180
1963,1,1,29032,0,1,20,2,25,NA,1,NA
1958,0,0,50000,0,1,12,1,19,70,1,350
1959,0,1,27050,0,0,NA,2,17,45,1,NA
1961,0,1,30000,0,1,20,1,18,NA,1,NA
1964,1,1,23000,0,0,NA,2,25,50,1,NA
1962,0,NA,35000,0,0,NA,1,22,40,1,NA
1957,1,0,41704,0,0,NA,2,22,5,1,NA
1961,1,0,43020,0,0,NA,1,21,40,1,NA
1962,0,1,40000,0,1,20,1,22,44,1,NA
1964,1,NA,140000,0,1,12,1,35,40,1,NA
1957,0,0,37000,0,1,NA,1,25,64,1,NA
1961,1,0,30000,0,0,NA,2,19,60,1,NA
1964,1,0,35000,0,0,NA,1,21,35,1,NA
1963,0,1,31500,7,1,NA,2,18,90,1,NA
1957,0,1,2400,0,1,9,1,18,NA,1,NA
1959,1,1,18000,0,0,NA,2,23,40,1,NA
1963,1,1,40000,0,1,14,2,18,40,1,NA
1962,1,1,53000,0,0,NA,2,19,56,1,NA
1961,0,1,4000,0,0,NA,3,18,72,1,NA
1963,0,1,71600,0,1,7,2,22,40,1,NA
1960,1,1,136000,0,1,5,1,21,40,1,NA
1963,1,0,65000,0,1,13,1,32,40,1,NA
1963,1,0,52020,0,0,NA,1,23,40,1,NA
1961,0,NA,11767,0,0,NA,1,19,40,1,NA
1960,0,NA,40000,0,1,11,1,25,40,1,NA
1957,0,1,80000,0,1,NA,1,19,40,1,NA
1963,1,NA,74000,0,1,NA,2,27,65,5,19000
1958,0,NA,107800,0,1,3,2,17,40,1,NA
1960,0,0,20907,0,1,12,1,25,20,4,3000
1961,1,NA,25000,13,1,13,2,25,90,2,1200
1964,0,NA,20000,0,1,12,2,32,35,2,2200
1961,1,0,60800,0,1,12,1,25,40,4,700
1963,1,NA,56000,6,0,NA,1,21,108,1,NA
1963,0,NA,16800,0,0,10,2,22,NA,3,NA
1960,0,1,40500,0,1,12,3,15,40,1,NA
1957,0,0,39000,0,1,NA,2,27,35,2,NA
1958,0,1,12200,11,0,NA,1,20,40,1,NA
1961,0,NA,31500,0,1,NA,1,26,26,2,2000
1963,0,NA,79000,0,1,NA,1,18,42,1,NA
1961,0,1,21038,0,0,8,1,16,72,1,NA
1959,1,0,27500,0,1,NA,2,26,40,1,NA
1962,0,0,94000,0,1,4,1,21,40,1,NA
1962,0,1,4380,0,1,6,1,16,NA,1,NA
1960,1,NA,42623,0,1,6,2,28,40,1,NA
1963,1,NA,84600,0,1,20,4,33,NA,5,NA
1960,0,NA,50500,0,0,16,1,15,40,1,NA
1963,0,1,64075,0,0,6,2,28,NA,2,NA
1961,1,1,115000,0,1,11,2,22,55,1,NA
1964,0,1,29000,0,0,13,1,17,40,2,8000
1963,0,1,8376,0,0,1,1,18,NA,1,NA
1964,1,0,85000,0,1,20,4,26,55,4,7100
1957,1,0,93000,0,1,NA,2,23,70,1,NA
1957,0,0,52100,0,0,NA,3,21,12,1,NA
1964,0,1,245075,0,0,8,2,15,NA,1,NA
1959,0,0,28000,0,0,NA,2,24,10,1,NA
1957,0,0,15000,1,1,NA,2,21,100,1,NA
1957,0,0,5980,0,1,NA,2,16,20,1,NA
1959,0,NA,14192,0,0,NA,2,23,40,1,NA
1960,0,1,31300,0,1,NA,2,23,24,1,NA
1960,0,NA,48735,0,1,NA,1,26,57,1,NA
1961,1,0,46000,0,0,7,3,27,40,1,NA
1963,1,0,83000,0,1,11,1,25,60,1,NA
1957,0,NA,23000,0,1,NA,3,23,12,1,NA
1961,0,1,23500,0,1,NA,4,19,17,1,NA
1964,0,0,4460,0,1,NA,2,19,32,4,5000
1962,0,1,16024,3,0,NA,2,22,80,1,NA
1963,1,0,98590,0,1,21,2,31,40,3,5000
1959,0,1,38450,0,1,NA,1,20,15,2,2500
1959,1,0,50200,0,0,NA,2,21,15,1,NA
1964,0,1,21000,0,1,NA,3,18,NA,1,NA
1962,1,1,15750,0,1,NA,1,25,40,1,NA
1957,1,1,23900,0,1,NA,1,22,6,3,NA
1960,0,1,15700,0,1,NA,1,24,85,1,4000
1962,1,0,28007,2,0,NA,2,24,40,1,NA
1963,0,0,27000,0,0,NA,2,23,28,1,NA
1959,1,0,18035,0,1,NA,2,20,80,1,NA
1958,0,0,100200,0,1,6,3,26,NA,4,NA
1959,0,1,18000,0,1,NA,3,18,101,1,NA
1961,1,0,28000,0,1,NA,2,21,45,1,NA
1958,1,NA,37650,0,1,NA,2,28,5,4,4500
1959,0,0,47385,0,1,NA,3,19,80,1,NA
1957,1,0,33000,0,1,NA,3,24,40,2,350
1959,0,1,18700,6,1,NA,2,16,24,1,NA
1960,1,NA,50110,0,1,NA,1,27,8,1,NA
1957,0,0,18900,0,1,NA,1,18,12,1,NA
1960,0,0,16624,0,1,NA,2,23,60,1,NA
1961,0,NA,28200,0,1,18,1,16,50,1,9350
1957,0,0,13472,2,1,NA,1,19,72,1,2600
1960,0,1,7540,0,1,NA,1,23,48,1,NA
1961,0,1,46500,0,1,NA,2,19,20,1,NA
1963,0,1,31000,0,1,NA,2,25,45,1,NA
1957,0,0,28000,1,1,NA,2,16,40,1,NA
1958,0,NA,8700,9,1,NA,3,19,44,1,6000
1962,0,0,19200,0,1,NA,3,15,24,1,300
1960,1,1,20000,0,0,NA,2,22,45,1,NA
1962,1,1,80000,0,1,10,2,31,45,1,NA
1964,0,1,77000,0,1,16,2,31,35,1,NA
1959,0,0,26727,7,0,NA,2,20,38,1,NA
1964,1,NA,16081,2,0,NA,3,20,94,1,NA
1957,0,1,42000,0,1,15,1,23,40,8,NA
1957,0,0,88500,0,1,NA,2,26,4,5,NA
1959,1,0,32300,0,1,NA,2,27,16,2,6500
1957,0,1,46400,0,1,NA,2,26,42,4,2800
1959,0,1,40400,0,1,NA,2,25,38,2,2850
1957,0,1,44000,0,1,NA,4,25,45,4,NA
1959,0,1,146942,0,1,NA,3,24,75,1,5000
1961,0,NA,34665,0,1,NA,2,24,30,1,3800
1957,1,0,27280,0,0,NA,1,32,80,1,NA
1957,1,0,50000,0,0,NA,2,30,40,1,NA
1957,0,NA,64060,0,0,NA,1,19,116,1,NA
1961,1,1,31700,0,0,NA,2,21,40,1,NA
1960,0,0,56000,0,0,NA,3,20,40,1,NA
1959,1,0,37900,0,0,NA,4,18,40,1,NA
1961,0,NA,19700,0,0,NA,3,16,40,1,NA
1958,0,1,60500,0,0,NA,3,21,40,2,2500
1963,1,1,12760,0,1,25,2,25,135,1,NA
1957,1,0,57000,0,1,NA,2,23,72,1,NA
1962,0,1,24038,0,1,NA,1,28,120,4,NA
1963,1,1,42000,7,1,NA,1,19,160,1,NA
1962,0,1,88434,0,1,NA,2,34,40,2,6000
1963,1,1,70500,0,1,13,1,18,50,1,NA
1961,1,1,10272,0,1,12,2,25,NA,1,NA
1957,1,1,111000,0,1,NA,1,21,50,2,1500
1962,0,1,59000,0,1,NA,3,28,86,4,400
1957,1,0,40000,0,1,6,4,27,40,1,NA
1957,0,0,19000,0,1,13,1,27,40,1,NA
1961,0,0,89000,0,1,4,1,20,40,2,NA
1964,1,0,31000,0,1,NA,1,26,40,1,35000
1962,0,1,87200,0,1,14,3,24,55,1,NA
1959,0,1,240000,0,1,9,3,32,55,5,2200
1960,1,NA,87592,0,1,20,1,21,100,2,NA
1962,0,0,58000,0,1,10,1,18,40,1,NA
1963,0,0,12596,0,1,11,2,21,80,1,NA
1962,0,1,23000,0,1,NA,1,23,40,1,NA
1963,1,1,41000,0,0,8,2,23,40,1,NA
1957,0,0,40000,0,1,3,1,17,40,1,NA
1959,1,NA,118000,0,0,8,1,17,80,1,NA
1962,0,1,17736,0,1,7,1,20,40,1,NA
1962,0,0,98000,0,1,19,1,16,NA,1,NA
1962,0,1,137500,0,1,12,1,39,40,4,NA
1963,1,NA,70000,0,1,17,3,24,80,1,NA
1962,0,1,120000,0,1,14,3,27,40,2,2000
1963,1,1,56000,0,0,15,1,18,40,1,NA
1962,0,NA,6450,9,0,5,1,17,40,1,NA
1958,0,0,82000,0,1,NA,2,28,60,3,1950
1961,1,0,100500,0,0,13,2,34,56,1,NA
1958,0,NA,12541,0,1,14,1,18,NA,1,1700
1959,0,0,122000,0,1,12,1,18,40,1,853
1961,0,0,65000,0,1,8,2,29,40,1,NA
1959,0,0,105000,0,1,6,2,16,48,1,4000
1963,0,0,23800,0,1,13,1,26,72,2,20000
1962,1,0,10000,0,1,NA,4,19,80,1,635
1962,0,NA,18000,0,1,NA,2,21,80,1,300
1959,1,0,130000,0,1,8,2,19,40,1,NA
1964,0,1,34000,0,0,NA,2,16,60,1,NA
1957,1,0,26784,0,1,10,1,22,NA,1,NA
1963,0,0,25411,0,1,NA,2,20,45,1,NA
1958,0,1,35050,0,1,8,1,16,56,1,4250
1958,1,0,45868,0,1,7,1,22,NA,3,NA
1957,1,0,185000,0,1,16,2,27,120,1,NA
1958,1,0,497763,0,1,9,1,29,63,1,NA
1963,1,0,120800,0,1,5,1,36,40,1,NA
1962,0,0,12460,52,1,12,2,20,75,1,NA
1959,0,0,8368,31,1,NA,2,21,30,1,NA
1959,0,0,66000,0,1,4,1,35,40,1,NA
1961,1,NA,98000,0,1,9,1,20,100,1,NA
1964,0,NA,62000,12,1,6,1,17,NA,1,NA
1958,0,1,20040,0,1,8,2,21,NA,1,NA
1959,0,0,24444,0,1,9,1,19,NA,2,NA
1963,0,1,12000,0,1,10,1,19,39,3,NA
1962,0,1,9000,0,1,NA,3,21,40,1,NA
1961,0,1,8000,0,0,4,1,17,30,1,NA
1964,0,1,40000,0,1,6,1,19,54,1,NA
1961,1,0,115000,0,1,17,2,24,75,3,NA
1962,0,0,60000,23,1,6,2,22,80,2,7000
1960,1,0,110000,0,1,17,1,32,40,1,8000
1963,0,0,22000,0,0,6,3,22,36,1,1104
1964,1,1,23940,0,0,3,1,19,NA,1,NA
1963,1,1,18000,0,0,NA,2,29,88,1,NA
1963,0,NA,30000,0,0,NA,2,20,8,1,NA
1957,0,NA,27000,5,0,NA,1,32,36,2,NA
1963,1,NA,40000,17,0,20,1,42,40,1,NA
1963,0,0,74000,0,1,16,2,21,50,1,NA
1962,1,NA,80000,0,1,13,1,29,40,1,NA
1961,0,NA,42800,0,1,NA,3,20,60,1,NA
1964,0,NA,30000,0,1,10,1,29,40,1,2000
1964,0,0,18000,0,1,9,1,17,40,1,3000
1959,0,0,9604,0,1,NA,3,22,60,1,NA
1964,1,1,10700,9,0,NA,1,19,70,1,NA
1959,0,1,892,0,0,NA,2,19,5,1,NA
1957,0,0,73000,0,1,16,1,30,80,8,12000
1964,0,0,35000,0,1,NA,1,22,42,1,NA
1958,0,NA,12100,4,1,NA,2,21,35,1,NA
1964,1,1,20948,0,1,20,2,23,10,1,NA
1958,1,0,12500,0,0,NA,1,20,46,1,NA
1962,0,1,7712,0,1,NA,1,21,NA,1,NA
1958,1,0,12159,1,1,NA,1,28,48,1,320
1961,1,0,18500,3,0,NA,1,18,50,1,NA
1962,1,0,14000,2,1,NA,1,27,136,1,NA
1963,1,NA,19000,4,0,NA,3,20,88,1,NA
1962,0,1,32000,0,0,NA,1,26,40,1,NA
1964,0,1,15000,0,0,NA,1,23,40,1,NA
1959,1,NA,38000,0,1,NA,3,18,50,1,NA
1959,0,0,34500,0,1,NA,3,18,10,1,NA
1959,1,0,22530,0,0,NA,2,20,72,1,NA
1958,0,0,5940,0,0,NA,2,23,40,1,NA
1963,0,1,13514,0,0,NA,3,19,40,1,NA
1962,1,1,8640,0,1,11,2,18,NA,1,NA
1960,0,0,11424,0,1,0,2,19,NA,1,NA
1960,0,0,10812,0,0,NA,1,17,40,1,2500
1961,1,1,45000,0,1,7,1,18,40,1,NA
1960,1,0,49500,0,0,10,2,31,40,1,NA
1964,0,0,45200,0,1,14,1,34,60,1,52000
1958,1,0,65000,0,1,16,1,21,48,2,500
1957,1,0,21600,0,1,23,1,21,60,1,1000
1963,0,0,13800,0,0,6,2,34,NA,1,400
1964,1,0,19308,0,1,NA,3,23,72,1,NA
1960,1,1,1,0,1,21,1,17,70,1,NA
1961,1,1,15599,0,0,NA,2,19,40,1,NA
1961,1,1,86000,0,1,21,1,26,80,2,NA
1962,0,1,25000,0,1,12,1,37,40,1,1250
1958,0,1,32000,0,1,10,1,15,40,1,NA
1958,0,NA,32340,0,1,2,1,32,NA,1,NA
1962,0,NA,92600,0,1,3,2,25,38,1,NA
1960,1,1,45000,0,1,10,1,21,40,1,NA
1961,0,1,9204,0,1,NA,2,15,40,1,NA
1964,0,1,77010,0,1,16,2,22,40,4,NA
1961,1,1,81500,0,1,13,1,26,46,1,NA
1959,1,0,14412,0,1,5,1,25,NA,1,NA
1962,0,0,56018,0,1,NA,1,21,24,1,NA
1962,1,0,1,0,1,19,5,39,NA,5,50000
1957,0,NA,22020,0,1,NA,2,25,40,1,NA
1959,0,NA,35000,0,1,NA,2,28,40,1,NA
1964,1,0,58200,0,1,NA,2,23,10,1,4600
1959,0,0,3460,0,1,NA,1,28,40,1,NA
1963,1,0,35150,0,1,NA,2,23,6,1,NA
1961,0,1,16638,0,1,NA,1,21,42,1,NA
1962,1,0,73500,0,1,NA,1,26,50,1,7500
1959,0,0,2400,0,1,3,1,16,NA,2,NA
1962,0,0,59400,0,1,11,2,23,40,1,NA
1959,0,0,48000,0,1,NA,2,19,30,1,NA
1957,1,NA,31450,0,0,4,2,27,50,1,NA
1959,0,NA,34500,0,1,NA,1,18,40,1,NA
1964,1,0,108500,29,1,31,1,25,40,1,NA
1960,0,0,85000,0,1,NA,1,22,90,2,3500
1959,1,1,31124,0,1,14,3,33,NA,1,NA
1963,0,1,47416,0,1,16,2,18,82,1,NA
1960,1,1,38000,0,1,9,3,20,NA,1,NA
1963,0,1,89000,0,1,NA,1,22,40,1,NA
1958,0,1,19788,0,1,6,3,24,25,1,NA
1961,1,1,43000,46,1,26,1,26,70,1,NA
1962,1,1,33720,0,1,10,2,27,NA,1,NA
1962,0,0,148000,0,1,13,2,17,53,3,20000
1958,1,NA,125900,0,1,13,2,15,40,3,1600
1964,0,0,183400,0,1,15,6,19,38,3,NA
1962,1,1,39480,0,1,3,3,16,NA,1,NA
1962,0,1,26316,0,1,9,2,18,NA,1,7300
1957,0,NA,75376,0,1,7,1,20,35,1,NA
1958,0,0,73000,0,1,NA,2,25,40,2,NA
1964,1,0,160097,0,0,NA,2,18,5,1,2500
1958,0,1,46060,0,1,NA,1,28,35,3,3000
1959,0,1,54000,0,1,3,1,34,40,1,NA
1962,1,0,49000,0,1,NA,2,19,40,1,800
1958,0,0,22912,0,1,NA,1,31,37,1,NA
1959,0,0,8128,0,1,9,1,21,NA,1,NA
1963,0,0,78000,0,1,10,1,22,40,1,NA
1960,0,1,55000,0,1,14,2,27,35,2,2700
1962,0,1,85000,0,1,14,2,22,70,3,NA
1960,0,0,50000,0,0,NA,1,23,112,1,1200
1957,1,0,105000,0,1,24,2,39,57,5,8000
1958,1,0,1500,0,1,NA,4,20,70,1,NA
1962,0,NA,10000,0,1,NA,2,21,24,1,NA
1960,0,0,35000,0,1,1,2,21,NA,1,NA
1964,1,0,98000,0,1,10,2,26,40,2,927
1962,1,0,63000,0,1,11,1,44,120,3,4000
1960,0,0,58000,0,1,10,2,32,40,2,NA
1962,0,0,162000,1,1,14,2,34,90,4,NA
1963,1,0,30000,0,1,16,1,48,70,1,4000
1963,0,1,10310,0,1,NA,1,18,8,1,NA
1963,0,0,81000,0,1,14,1,31,40,1,NA
1960,0,0,600,0,1,7,1,21,NA,1,NA
1961,1,0,36500,0,1,NA,1,31,0,2,NA
1964,1,NA,9900,52,1,11,2,21,NA,1,NA
1964,0,1,60000,0,1,NA,2,18,NA,1,NA
1963,1,0,146942,0,1,NA,1,23,50,3,1500
1957,0,0,55100,0,1,4,1,19,38,1,1100
1961,1,1,73000,0,1,6,3,25,55,1,NA
1963,1,1,72000,0,1,5,2,27,64,1,NA
1963,1,0,497763,0,1,9,2,35,40,5,8500
1959,0,0,18000,0,1,23,1,21,64,1,NA
1958,0,0,34000,0,1,NA,1,20,16,1,NA
1957,0,0,27000,0,1,18,1,20,25,1,NA
1958,1,0,16500,0,1,NA,1,29,66,2,NA
1958,0,0,62000,0,1,16,2,17,40,5,10999
1960,0,1,32000,0,1,NA,3,17,40,1,NA
1960,1,0,97500,0,1,11,1,31,40,2,NA
1963,0,0,48000,0,1,18,3,35,40,4,12000
1964,1,0,195000,0,1,17,2,37,40,4,NA
1958,1,0,78200,0,1,12,3,32,40,4,NA
1958,1,1,61000,0,1,NA,1,28,43,4,7000
1957,1,1,67000,0,1,NA,1,30,60,1,6000
1957,1,1,31200,0,1,NA,2,27,50,5,5500
1958,1,1,40000,0,1,NA,2,32,40,4,7500
1957,0,1,57910,0,1,NA,2,26,40,4,4000
1957,1,1,62500,0,1,NA,1,30,90,5,6000
1957,0,0,62000,0,1,NA,2,29,14,4,6500
1958,0,1,19920,0,1,NA,1,30,52,3,1500
1959,0,1,58300,0,1,NA,1,29,8,5,11000
1958,0,1,42300,0,1,NA,1,29,20,8,NA
1957,0,1,40500,0,1,NA,2,26,40,4,600
1957,0,1,39300,0,1,NA,1,31,40,4,1250
1958,0,0,39800,0,1,NA,2,27,37,4,NA
1957,1,0,64050,0,1,NA,2,28,45,4,NA
1960,1,1,10432,5,1,NA,3,16,90,1,NA
1962,0,1,31360,11,1,NA,2,23,30,1,NA
1958,0,0,66700,0,1,10,2,28,40,1,NA
1957,0,0,66000,0,1,NA,1,24,40,2,NA
1960,0,0,42200,0,1,NA,3,21,40,1,NA
1961,0,0,24975,17,0,NA,2,22,136,1,NA
1963,1,0,28464,9,1,NA,3,17,45,1,NA
1964,0,NA,99440,0,0,NA,3,23,8,1,NA
1961,0,1,47640,0,1,NA,2,25,20,1,NA
1959,0,1,42000,0,1,NA,1,21,24,1,NA
1957,1,NA,26870,2,1,NA,3,23,12,1,NA
1960,0,0,62000,0,0,6,1,43,40,2,NA
1958,0,0,45025,0,0,NA,3,25,38,1,NA
1958,0,1,50000,0,1,5,1,24,30,1,NA
1957,0,0,70000,0,1,5,2,19,40,1,NA
1960,0,0,33933,26,1,30,4,18,73,2,12000
1962,1,0,61000,0,1,NA,4,23,50,1,NA
1962,0,0,72016,0,1,18,1,36,30,1,NA
1960,1,NA,111460,0,1,5,1,19,40,4,2500
1958,1,0,54000,0,1,NA,1,27,40,1,NA
1960,1,0,454737,0,1,NA,2,37,80,1,NA
1959,0,NA,12826,0,1,20,1,19,NA,2,7500
1960,0,1,1,0,1,2,2,21,NA,1,NA
1964,0,1,45000,0,1,11,1,27,56,1,NA
1957,1,0,9702,36,1,24,6,15,40,1,NA
1957,0,0,75000,0,1,NA,1,29,43,4,NA
1959,0,NA,12336,0,1,20,2,24,NA,1,NA
1962,0,0,60000,0,1,4,3,26,40,1,NA
1963,1,0,14295,20,1,32,3,20,65,1,18000
1960,1,0,17000,0,1,NA,7,28,40,3,2000
1957,0,NA,32145,0,1,13,1,18,40,1,NA
1963,0,0,94000,0,1,12,3,35,80,1,NA
1957,1,NA,40000,0,1,NA,3,26,40,5,13000
1961,0,0,35000,0,1,14,1,17,82,1,NA
1962,0,0,155000,0,1,11,2,26,48,1,NA
1964,1,0,145000,0,1,15,2,38,40,4,23000
1959,0,0,26732,0,1,38,4,29,NA,1,NA
1957,1,0,31000,0,1,NA,1,29,4,3,5250
1957,1,NA,78400,0,1,NA,1,30,40,4,3100
1958,0,NA,38000,0,1,NA,3,25,12,3,NA
1959,0,0,60000,0,1,NA,2,24,3,3,4500
1959,0,1,16400,4,1,NA,2,22,39,3,5000
1959,0,1,80000,0,1,NA,1,25,35,4,NA
1959,1,1,9404,0,0,NA,2,21,40,8,NA
1957,0,1,51000,0,0,NA,3,20,40,2,5000
1962,0,1,33000,0,0,NA,1,27,40,1,NA
1957,0,1,12589,0,0,NA,2,24,35,1,NA
1963,0,1,25000,0,1,NA,3,17,34,1,NA
1959,0,0,29676,0,1,NA,3,22,39,2,NA
1958,0,0,36432,0,1,NA,1,23,30,3,3300
1961,0,NA,1,0,1,NA,3,23,45,1,NA
1958,0,NA,25585,5,0,NA,2,18,64,1,NA
1964,0,0,75020,0,1,10,2,28,35,1,NA
1960,1,0,172300,0,0,9,1,33,40,5,5500
1960,0,NA,30056,0,0,9,2,38,40,1,NA
1958,0,0,39000,0,1,10,2,30,50,1,200
1960,1,0,86000,0,1,7,3,21,45,1,NA
1962,1,0,84988,0,1,13,2,20,60,1,NA
1962,0,0,146942,0,1,NA,1,27,40,1,NA
1962,1,0,94000,0,1,7,1,28,40,1,NA
1960,0,0,67000,0,1,NA,2,22,40,1,NA
1964,0,1,55000,18,1,15,1,17,85,8,13000
1959,0,0,31700,0,1,NA,1,22,12,1,NA
1962,0,0,48000,0,1,7,1,33,40,1,1200
1958,0,0,247258,0,1,4,1,28,40,1,2650
1963,0,0,62200,0,1,9,1,40,36,2,NA
1962,1,0,37000,0,1,NA,2,23,12,1,NA
1960,1,0,289000,0,1,6,1,27,50,4,NA
1962,1,0,95000,0,1,8,3,27,60,3,NA
1963,0,1,28000,0,1,15,1,21,40,1,NA
1961,0,0,16000,0,1,12,1,18,NA,1,NA
1963,0,1,28064,0,1,12,1,18,103,1,NA
1961,1,0,43000,0,1,24,1,23,40,1,NA
1957,0,NA,40000,0,0,NA,2,27,20,1,NA
1957,1,0,35800,0,1,NA,3,27,40,4,NA
1958,1,0,33600,0,0,NA,1,31,20,4,NA
1958,1,0,258000,0,1,10,1,27,40,5,7500
1957,1,0,50000,0,0,NA,4,24,4,4,7500
1957,0,NA,50200,0,0,NA,2,29,10,4,NA
1958,0,0,98000,0,1,NA,1,30,20,4,NA
1957,0,1,34740,0,1,15,1,20,NA,5,15000
1959,0,0,80200,0,1,NA,1,28,38,3,2500
1961,0,0,33135,0,1,10,3,39,15,2,1600
1957,0,NA,56400,0,0,NA,1,29,16,5,NA
1958,0,0,146942,0,1,NA,1,30,32,4,NA
1957,1,1,38000,0,1,NA,2,28,70,7,22400
1962,0,1,1,0,1,NA,1,27,35,1,NA
1958,0,0,45000,0,0,NA,1,24,40,1,NA
1957,1,1,54200,0,1,NA,2,26,40,8,3600
1957,0,1,75000,0,0,NA,3,19,20,1,3000
1957,1,0,31200,0,1,NA,3,25,22,4,NA
1957,1,1,22800,0,0,NA,1,31,20,5,NA
1957,1,0,84525,0,1,NA,2,27,65,4,NA
1959,0,0,90200,0,1,NA,2,27,60,8,NA
1961,0,0,58000,0,1,7,2,34,40,1,NA
1963,0,1,1,0,1,NA,2,30,40,1,NA
1959,0,0,3000,0,0,NA,1,21,40,1,NA
1957,0,1,1,0,1,5,3,19,NA,1,NA
1962,1,0,26500,23,1,NA,3,17,40,1,NA
1962,0,0,40200,0,1,6,3,18,55,1,NA
1964,1,0,64000,0,1,NA,2,26,48,3,NA
1960,0,0,91700,0,1,NA,1,21,45,1,NA
1960,0,NA,70400,0,1,4,1,20,40,1,NA
1963,1,NA,45760,0,1,6,1,24,40,1,NA
1959,1,0,105322,0,1,10,2,33,NA,8,32000
1963,0,0,52000,0,1,17,1,21,25,2,NA
1964,0,0,68000,0,1,12,2,23,50,1,NA
1958,1,1,70000,0,1,NA,4,25,45,3,3000
1963,1,1,15000,0,1,NA,1,15,90,1,NA
1959,1,1,18000,0,1,NA,2,27,40,2,NA
1962,0,NA,33500,3,1,NA,3,18,30,1,NA
1960,0,0,1057448,0,1,NA,2,18,45,1,NA
1959,1,NA,6000,17,1,NA,4,17,90,1,NA
1958,0,NA,26273,0,0,NA,2,19,NA,1,NA
1961,0,0,92432,0,1,16,1,25,40,3,NA
1964,1,0,83420,0,1,8,2,22,47,1,NA
1962,0,0,10872,0,1,8,1,20,NA,2,NA
1960,1,0,105000,0,1,15,3,26,88,2,NA
1963,0,0,57000,0,1,1,2,21,NA,1,NA
1959,0,NA,1,NA,1,11,2,30,NA,3,4000
1964,1,0,64000,0,1,28,2,27,40,1,8000
1964,0,0,73000,0,1,12,1,19,40,1,NA
1958,0,0,27000,0,1,10,1,18,80,2,6000
1961,0,0,55000,0,1,23,2,19,40,2,NA
1961,0,1,1e+05,0,1,27,2,21,40,1,NA
1959,0,NA,50380,0,1,9,3,25,NA,1,NA
1959,1,NA,72274,0,1,NA,2,20,40,2,NA
1963,1,NA,90000,0,1,19,1,48,NA,4,24000
1964,1,0,40000,0,1,9,1,32,47,1,2500
1964,0,NA,20400,0,1,10,2,30,NA,1,NA
1959,0,0,34000,0,1,15,1,20,40,1,NA
1958,1,1,47000,0,1,NA,2,33,40,1,NA
1960,1,1,25000,0,1,15,1,26,40,1,NA
1957,0,0,26852,5,1,NA,2,20,40,1,NA
1958,0,NA,11000,0,0,NA,2,19,NA,1,NA
1961,1,1,52400,15,1,18,1,41,20,1,NA
1964,0,0,14820,0,1,14,1,19,NA,1,NA
1964,1,0,151000,0,0,17,2,24,40,4,2000
1964,0,0,27000,0,1,11,3,25,40,1,NA
1962,1,0,59400,0,1,10,3,24,40,3,2500
1964,0,0,65000,0,1,NA,3,21,80,1,NA
1957,0,0,17514,0,1,NA,3,22,40,1,NA
1959,1,0,104035,0,1,5,3,29,50,4,NA
1959,1,0,28000,0,1,6,2,28,NA,1,NA
1964,1,0,70000,0,1,14,1,22,NA,1,NA
1958,1,0,51250,0,1,NA,5,20,50,4,7000
1959,0,0,106500,0,1,NA,2,26,17,1,NA
1963,0,0,8470,0,1,17,1,20,40,1,2000
1958,1,0,43440,0,1,4,2,23,39,1,NA
1959,0,0,38520,0,1,16,1,24,40,1,NA
1962,0,0,207000,0,1,15,2,35,NA,4,NA
1962,0,0,81000,0,1,NA,1,29,15,4,NA
1957,0,0,36500,0,1,NA,2,31,40,1,NA
1964,0,0,23244,0,1,4,2,29,NA,1,NA
1964,0,0,32200,0,1,NA,2,29,80,3,15000
1959,0,0,85000,0,1,17,1,20,45,1,NA
1958,0,0,35000,0,1,13,2,24,40,1,NA
1962,0,NA,28400,2,1,NA,1,20,80,1,NA
1959,0,0,31500,0,1,NA,2,24,35,1,NA
1962,1,0,115000,0,1,6,3,21,40,1,NA
1964,1,NA,125000,0,1,11,2,34,40,8,30000
1962,0,1,135000,0,1,7,2,18,40,1,NA
1962,0,0,11600,10,1,13,3,21,NA,1,NA
1959,0,NA,34400,0,1,14,1,32,38,3,22000
1959,1,NA,252200,0,1,NA,3,25,56,1,NA
1963,0,1,45500,48,1,NA,1,26,80,1,NA
1962,0,0,35000,0,1,12,3,20,60,1,4869
1962,1,0,71600,0,1,NA,2,22,40,1,NA
1961,1,NA,56000,0,1,NA,5,22,40,1,NA
1961,1,1,89000,0,1,18,1,17,NA,1,NA
1958,0,NA,29000,0,1,7,1,21,30,1,NA
1961,0,0,54000,0,1,6,2,17,70,2,NA
1963,0,NA,49000,0,1,2,2,24,40,2,NA
1964,1,0,38000,0,1,10,1,16,45,1,NA
